#    L    TT             EE             TE             PP             TP          
  1831   0.309868E+03   0.757040E+01  -0.197098E+01   0.794810E+05   0.626761E+01
  1832   0.308464E+03   0.762677E+01  -0.186696E+01   0.793827E+05   0.632916E+01
  1833   0.307058E+03   0.768383E+01  -0.176849E+01   0.792845E+05   0.639106E+01
  1834   0.305652E+03   0.774163E+01  -0.167558E+01   0.791865E+05   0.645333E+01
  1835   0.304245E+03   0.780005E+01  -0.158823E+01   0.790886E+05   0.651597E+01
  1836   0.302839E+03   0.785907E+01  -0.150646E+01   0.789909E+05   0.657898E+01
  1837   0.301433E+03   0.791871E+01  -0.143027E+01   0.788934E+05   0.664237E+01
  1838   0.300027E+03   0.797888E+01  -0.135967E+01   0.787960E+05   0.670614E+01
  1839   0.298622E+03   0.803960E+01  -0.129466E+01   0.786987E+05   0.677030E+01
  1840   0.297219E+03   0.810079E+01  -0.123523E+01   0.786016E+05   0.683484E+01
  1841   0.295817E+03   0.816245E+01  -0.118137E+01   0.785047E+05   0.689979E+01
  1842   0.294417E+03   0.822443E+01  -0.113306E+01   0.784079E+05   0.696513E+01
  1843   0.293021E+03   0.828689E+01  -0.109030E+01   0.783112E+05   0.703088E+01
  1844   0.291627E+03   0.834968E+01  -0.105309E+01   0.782148E+05   0.709703E+01
  1845   0.290236E+03   0.841272E+01  -0.102139E+01   0.781184E+05   0.716360E+01
  1846   0.288849E+03   0.847609E+01  -0.995215E+00   0.780222E+05   0.723059E+01
  1847   0.287466E+03   0.853972E+01  -0.974533E+00   0.779262E+05   0.729800E+01
  1848   0.286087E+03   0.860354E+01  -0.959318E+00   0.778303E+05   0.736583E+01
  1849   0.284713E+03   0.866755E+01  -0.949554E+00   0.777345E+05   0.743410E+01
  1850   0.283344E+03   0.873168E+01  -0.945216E+00   0.776390E+05   0.750280E+01
  1851   0.281980E+03   0.879592E+01  -0.946295E+00   0.775435E+05   0.757193E+01
  1852   0.280622E+03   0.886021E+01  -0.952761E+00   0.774482E+05   0.764148E+01
  1853   0.279269E+03   0.892461E+01  -0.964582E+00   0.773531E+05   0.771139E+01
  1854   0.277923E+03   0.898892E+01  -0.981717E+00   0.772581E+05   0.778166E+01
  1855   0.276584E+03   0.905327E+01  -0.100411E+01   0.771632E+05   0.785223E+01
  1856   0.275252E+03   0.911752E+01  -0.103175E+01   0.770685E+05   0.792309E+01
  1857   0.273927E+03   0.918174E+01  -0.106457E+01   0.769739E+05   0.799419E+01
  1858   0.272610E+03   0.924580E+01  -0.110254E+01   0.768795E+05   0.806551E+01
  1859   0.271300E+03   0.930967E+01  -0.114561E+01   0.767852E+05   0.813702E+01
  1860   0.270001E+03   0.937338E+01  -0.119374E+01   0.766911E+05   0.820868E+01
  1861   0.268708E+03   0.943692E+01  -0.124687E+01   0.765971E+05   0.828046E+01
  1862   0.267426E+03   0.950013E+01  -0.130495E+01   0.765033E+05   0.835233E+01
  1863   0.266153E+03   0.956310E+01  -0.136795E+01   0.764096E+05   0.842426E+01
  1864   0.264890E+03   0.962583E+01  -0.143580E+01   0.763161E+05   0.849621E+01
  1865   0.263636E+03   0.968810E+01  -0.150845E+01   0.762227E+05   0.856816E+01
  1866   0.262392E+03   0.975005E+01  -0.158585E+01   0.761294E+05   0.864007E+01
  1867   0.261159E+03   0.981160E+01  -0.166794E+01   0.760363E+05   0.871192E+01
  1868   0.259937E+03   0.987270E+01  -0.175465E+01   0.759433E+05   0.878366E+01
  1869   0.258726E+03   0.993333E+01  -0.184593E+01   0.758505E+05   0.885526E+01
  1870   0.257526E+03   0.999351E+01  -0.194170E+01   0.757578E+05   0.892671E+01
  1871   0.256339E+03   0.100531E+02  -0.204189E+01   0.756652E+05   0.899795E+01
  1872   0.255162E+03   0.101122E+02  -0.214645E+01   0.755728E+05   0.906897E+01
  1873   0.253998E+03   0.101708E+02  -0.225531E+01   0.754806E+05   0.913972E+01
  1874   0.252846E+03   0.102287E+02  -0.236839E+01   0.753885E+05   0.921019E+01
  1875   0.251707E+03   0.102860E+02  -0.248562E+01   0.752965E+05   0.928033E+01
  1876   0.250581E+03   0.103426E+02  -0.260692E+01   0.752047E+05   0.935011E+01
  1877   0.249468E+03   0.103986E+02  -0.273221E+01   0.751130E+05   0.941951E+01
  1878   0.248368E+03   0.104538E+02  -0.286143E+01   0.750214E+05   0.948848E+01
  1879   0.247282E+03   0.105083E+02  -0.299450E+01   0.749300E+05   0.955701E+01
  1880   0.246208E+03   0.105621E+02  -0.313133E+01   0.748387E+05   0.962505E+01
  1881   0.245150E+03   0.106151E+02  -0.327185E+01   0.747476E+05   0.969258E+01
  1882   0.244105E+03   0.106672E+02  -0.341598E+01   0.746566E+05   0.975956E+01
  1883   0.243075E+03   0.107186E+02  -0.356364E+01   0.745657E+05   0.982596E+01
  1884   0.242059E+03   0.107691E+02  -0.371475E+01   0.744750E+05   0.989175E+01
  1885   0.241057E+03   0.108187E+02  -0.386925E+01   0.743844E+05   0.995690E+01
  1886   0.240071E+03   0.108673E+02  -0.402702E+01   0.742940E+05   0.100214E+02
  1887   0.239098E+03   0.109151E+02  -0.418801E+01   0.742037E+05   0.100851E+02
  1888   0.238142E+03   0.109619E+02  -0.435212E+01   0.741135E+05   0.101482E+02
  1889   0.237199E+03   0.110077E+02  -0.451925E+01   0.740234E+05   0.102104E+02
  1890   0.236273E+03   0.110526E+02  -0.468930E+01   0.739335E+05   0.102719E+02
  1891   0.235362E+03   0.110964E+02  -0.486220E+01   0.738438E+05   0.103325E+02
  1892   0.234466E+03   0.111392E+02  -0.503784E+01   0.737542E+05   0.103923E+02
  1893   0.233587E+03   0.111810E+02  -0.521612E+01   0.736647E+05   0.104511E+02
  1894   0.232723E+03   0.112217E+02  -0.539696E+01   0.735753E+05   0.105091E+02
  1895   0.231875E+03   0.112614E+02  -0.558025E+01   0.734861E+05   0.105661E+02
  1896   0.231043E+03   0.112999E+02  -0.576591E+01   0.733970E+05   0.106220E+02
  1897   0.230227E+03   0.113374E+02  -0.595386E+01   0.733081E+05   0.106770E+02
  1898   0.229427E+03   0.113737E+02  -0.614400E+01   0.732193E+05   0.107309E+02
  1899   0.228644E+03   0.114089E+02  -0.633624E+01   0.731306E+05   0.107837E+02
  1900   0.227877E+03   0.114428E+02  -0.653049E+01   0.730420E+05   0.108354E+02
  1901   0.227126E+03   0.114757E+02  -0.672666E+01   0.729536E+05   0.108859E+02
  1902   0.226391E+03   0.115072E+02  -0.692465E+01   0.728653E+05   0.109353E+02
  1903   0.225673E+03   0.115377E+02  -0.712433E+01   0.727772E+05   0.109836E+02
  1904   0.224972E+03   0.115668E+02  -0.732572E+01   0.726892E+05   0.110306E+02
  1905   0.224286E+03   0.115947E+02  -0.752856E+01   0.726013E+05   0.110765E+02
  1906   0.223618E+03   0.116214E+02  -0.773285E+01   0.725135E+05   0.111213E+02
  1907   0.222966E+03   0.116468E+02  -0.793851E+01   0.724259E+05   0.111648E+02
  1908   0.222330E+03   0.116710E+02  -0.814534E+01   0.723384E+05   0.112072E+02
  1909   0.221712E+03   0.116939E+02  -0.835334E+01   0.722511E+05   0.112484E+02
  1910   0.221110E+03   0.117154E+02  -0.856243E+01   0.721638E+05   0.112884E+02
  1911   0.220524E+03   0.117356E+02  -0.877240E+01   0.720767E+05   0.113273E+02
  1912   0.219955E+03   0.117546E+02  -0.898318E+01   0.719898E+05   0.113649E+02
  1913   0.219402E+03   0.117722E+02  -0.919477E+01   0.719029E+05   0.114013E+02
  1914   0.218866E+03   0.117885E+02  -0.940696E+01   0.718162E+05   0.114366E+02
  1915   0.218347E+03   0.118035E+02  -0.961974E+01   0.717297E+05   0.114706E+02
  1916   0.217844E+03   0.118170E+02  -0.983297E+01   0.716432E+05   0.115034E+02
  1917   0.217357E+03   0.118293E+02  -0.100465E+02   0.715569E+05   0.115350E+02
  1918   0.216887E+03   0.118401E+02  -0.102604E+02   0.714707E+05   0.115654E+02
  1919   0.216433E+03   0.118497E+02  -0.104743E+02   0.713847E+05   0.115946E+02
  1920   0.215996E+03   0.118578E+02  -0.106884E+02   0.712987E+05   0.116226E+02
  1921   0.215574E+03   0.118647E+02  -0.109024E+02   0.712129E+05   0.116493E+02
  1922   0.215169E+03   0.118701E+02  -0.111163E+02   0.711273E+05   0.116748E+02
  1923   0.214780E+03   0.118742E+02  -0.113299E+02   0.710417E+05   0.116991E+02
  1924   0.214408E+03   0.118770E+02  -0.115432E+02   0.709563E+05   0.117221E+02
  1925   0.214050E+03   0.118783E+02  -0.117561E+02   0.708710E+05   0.117439E+02
  1926   0.213709E+03   0.118784E+02  -0.119685E+02   0.707858E+05   0.117644E+02
  1927   0.213383E+03   0.118770E+02  -0.121803E+02   0.707008E+05   0.117837E+02
  1928   0.213073E+03   0.118743E+02  -0.123914E+02   0.706159E+05   0.118017E+02
  1929   0.212778E+03   0.118702E+02  -0.126017E+02   0.705311E+05   0.118185E+02
  1930   0.212499E+03   0.118648E+02  -0.128111E+02   0.704464E+05   0.118340E+02
  1931   0.212235E+03   0.118580E+02  -0.130195E+02   0.703619E+05   0.118483E+02
  1932   0.211986E+03   0.118499E+02  -0.132269E+02   0.702775E+05   0.118613E+02
  1933   0.211752E+03   0.118404E+02  -0.134332E+02   0.701932E+05   0.118730E+02
  1934   0.211532E+03   0.118295E+02  -0.136382E+02   0.701090E+05   0.118834E+02
  1935   0.211327E+03   0.118173E+02  -0.138419E+02   0.700250E+05   0.118926E+02
  1936   0.211137E+03   0.118037E+02  -0.140442E+02   0.699411E+05   0.119005E+02
  1937   0.210961E+03   0.117888E+02  -0.142450E+02   0.698573E+05   0.119071E+02
  1938   0.210799E+03   0.117726E+02  -0.144442E+02   0.697736E+05   0.119124E+02
  1939   0.210651E+03   0.117551E+02  -0.146418E+02   0.696901E+05   0.119164E+02
  1940   0.210516E+03   0.117362E+02  -0.148377E+02   0.696067E+05   0.119191E+02
  1941   0.210395E+03   0.117161E+02  -0.150317E+02   0.695234E+05   0.119205E+02
  1942   0.210288E+03   0.116947E+02  -0.152238E+02   0.694402E+05   0.119206E+02
  1943   0.210194E+03   0.116720E+02  -0.154140E+02   0.693572E+05   0.119194E+02
  1944   0.210112E+03   0.116479E+02  -0.156021E+02   0.692742E+05   0.119169E+02
  1945   0.210043E+03   0.116227E+02  -0.157882E+02   0.691914E+05   0.119131E+02
  1946   0.209988E+03   0.115961E+02  -0.159719E+02   0.691087E+05   0.119079E+02
  1947   0.209944E+03   0.115683E+02  -0.161535E+02   0.690262E+05   0.119015E+02
  1948   0.209913E+03   0.115392E+02  -0.163326E+02   0.689437E+05   0.118937E+02
  1949   0.209893E+03   0.115089E+02  -0.165093E+02   0.688614E+05   0.118845E+02
  1950   0.209884E+03   0.114773E+02  -0.166835E+02   0.687792E+05   0.118740E+02
  1951   0.209888E+03   0.114445E+02  -0.168552E+02   0.686971E+05   0.118622E+02
  1952   0.209903E+03   0.114104E+02  -0.170242E+02   0.686152E+05   0.118492E+02
  1953   0.209928E+03   0.113753E+02  -0.171905E+02   0.685333E+05   0.118348E+02
  1954   0.209964E+03   0.113389E+02  -0.173541E+02   0.684516E+05   0.118192E+02
  1955   0.210011E+03   0.113014E+02  -0.175147E+02   0.683700E+05   0.118025E+02
  1956   0.210068E+03   0.112627E+02  -0.176726E+02   0.682885E+05   0.117847E+02
  1957   0.210135E+03   0.112229E+02  -0.178276E+02   0.682072E+05   0.117658E+02
  1958   0.210212E+03   0.111820E+02  -0.179794E+02   0.681259E+05   0.117458E+02
  1959   0.210299E+03   0.111401E+02  -0.181283E+02   0.680448E+05   0.117249E+02
  1960   0.210395E+03   0.110970E+02  -0.182740E+02   0.679638E+05   0.117030E+02
  1961   0.210500E+03   0.110529E+02  -0.184165E+02   0.678829E+05   0.116802E+02
  1962   0.210614E+03   0.110078E+02  -0.185558E+02   0.678021E+05   0.116565E+02
  1963   0.210737E+03   0.109616E+02  -0.186919E+02   0.677215E+05   0.116321E+02
  1964   0.210868E+03   0.109143E+02  -0.188246E+02   0.676409E+05   0.116068E+02
  1965   0.211006E+03   0.108661E+02  -0.189539E+02   0.675605E+05   0.115809E+02
  1966   0.211153E+03   0.108169E+02  -0.190797E+02   0.674802E+05   0.115542E+02
  1967   0.211307E+03   0.107667E+02  -0.192021E+02   0.674000E+05   0.115269E+02
  1968   0.211468E+03   0.107157E+02  -0.193210E+02   0.673199E+05   0.114990E+02
  1969   0.211636E+03   0.106636E+02  -0.194363E+02   0.672400E+05   0.114706E+02
  1970   0.211811E+03   0.106107E+02  -0.195480E+02   0.671602E+05   0.114416E+02
  1971   0.211992E+03   0.105569E+02  -0.196560E+02   0.670804E+05   0.114122E+02
  1972   0.212180E+03   0.105023E+02  -0.197605E+02   0.670008E+05   0.113824E+02
  1973   0.212373E+03   0.104468E+02  -0.198612E+02   0.669213E+05   0.113521E+02
  1974   0.212572E+03   0.103904E+02  -0.199580E+02   0.668420E+05   0.113216E+02
  1975   0.212777E+03   0.103333E+02  -0.200512E+02   0.667627E+05   0.112907E+02
  1976   0.212987E+03   0.102754E+02  -0.201405E+02   0.666835E+05   0.112596E+02
  1977   0.213201E+03   0.102168E+02  -0.202259E+02   0.666045E+05   0.112283E+02
  1978   0.213419E+03   0.101573E+02  -0.203074E+02   0.665256E+05   0.111969E+02
  1979   0.213641E+03   0.100972E+02  -0.203851E+02   0.664468E+05   0.111653E+02
  1980   0.213868E+03   0.100363E+02  -0.204587E+02   0.663681E+05   0.111336E+02
  1981   0.214098E+03   0.997483E+01  -0.205284E+02   0.662895E+05   0.111019E+02
  1982   0.214331E+03   0.991268E+01  -0.205942E+02   0.662111E+05   0.110703E+02
  1983   0.214568E+03   0.984986E+01  -0.206561E+02   0.661327E+05   0.110386E+02
  1984   0.214807E+03   0.978652E+01  -0.207139E+02   0.660545E+05   0.110071E+02
  1985   0.215049E+03   0.972258E+01  -0.207677E+02   0.659763E+05   0.109758E+02
  1986   0.215293E+03   0.965804E+01  -0.208174E+02   0.658983E+05   0.109446E+02
  1987   0.215539E+03   0.959304E+01  -0.208632E+02   0.658204E+05   0.109136E+02
  1988   0.215787E+03   0.952752E+01  -0.209049E+02   0.657426E+05   0.108829E+02
  1989   0.216036E+03   0.946155E+01  -0.209426E+02   0.656650E+05   0.108526E+02
  1990   0.216286E+03   0.939504E+01  -0.209762E+02   0.655874E+05   0.108226E+02
  1991   0.216538E+03   0.932815E+01  -0.210057E+02   0.655099E+05   0.107930E+02
  1992   0.216790E+03   0.926080E+01  -0.210312E+02   0.654326E+05   0.107638E+02
  1993   0.217041E+03   0.919307E+01  -0.210526E+02   0.653554E+05   0.107352E+02
  1994   0.217294E+03   0.912502E+01  -0.210698E+02   0.652782E+05   0.107071E+02
  1995   0.217545E+03   0.905658E+01  -0.210830E+02   0.652012E+05   0.106795E+02
  1996   0.217797E+03   0.898775E+01  -0.210921E+02   0.651243E+05   0.106526E+02
  1997   0.218047E+03   0.891867E+01  -0.210971E+02   0.650475E+05   0.106264E+02
  1998   0.218296E+03   0.884935E+01  -0.210981E+02   0.649708E+05   0.106009E+02
  1999   0.218544E+03   0.877971E+01  -0.210950E+02   0.648943E+05   0.105761E+02
  2000   0.218790E+03   0.870982E+01  -0.210878E+02   0.648178E+05   0.105521E+02
  2001   0.219034E+03   0.863976E+01  -0.210766E+02   0.647414E+05   0.105290E+02
  2002   0.219276E+03   0.856952E+01  -0.210614E+02   0.646652E+05   0.105067E+02
  2003   0.219516E+03   0.849910E+01  -0.210422E+02   0.645891E+05   0.104852E+02
  2004   0.219753E+03   0.842851E+01  -0.210189E+02   0.645130E+05   0.104646E+02
  2005   0.219987E+03   0.835789E+01  -0.209917E+02   0.644371E+05   0.104449E+02
  2006   0.220219E+03   0.828708E+01  -0.209605E+02   0.643613E+05   0.104260E+02
  2007   0.220446E+03   0.821625E+01  -0.209254E+02   0.642856E+05   0.104079E+02
  2008   0.220670E+03   0.814539E+01  -0.208863E+02   0.642100E+05   0.103907E+02
  2009   0.220890E+03   0.807449E+01  -0.208433E+02   0.641345E+05   0.103744E+02
  2010   0.221106E+03   0.800363E+01  -0.207964E+02   0.640591E+05   0.103589E+02
  2011   0.221317E+03   0.793274E+01  -0.207456E+02   0.639838E+05   0.103443E+02
  2012   0.221523E+03   0.786189E+01  -0.206909E+02   0.639087E+05   0.103306E+02
  2013   0.221724E+03   0.779108E+01  -0.206324E+02   0.638336E+05   0.103177E+02
  2014   0.221921E+03   0.772038E+01  -0.205701E+02   0.637586E+05   0.103057E+02
  2015   0.222112E+03   0.764980E+01  -0.205040E+02   0.636838E+05   0.102946E+02
  2016   0.222296E+03   0.757939E+01  -0.204342E+02   0.636090E+05   0.102844E+02
  2017   0.222476E+03   0.750910E+01  -0.203608E+02   0.635344E+05   0.102750E+02
  2018   0.222649E+03   0.743900E+01  -0.202837E+02   0.634599E+05   0.102665E+02
  2019   0.222817E+03   0.736915E+01  -0.202031E+02   0.633854E+05   0.102589E+02
  2020   0.222978E+03   0.729948E+01  -0.201189E+02   0.633111E+05   0.102522E+02
  2021   0.223133E+03   0.723014E+01  -0.200312E+02   0.632369E+05   0.102463E+02
  2022   0.223281E+03   0.716102E+01  -0.199400E+02   0.631628E+05   0.102414E+02
  2023   0.223422E+03   0.709223E+01  -0.198455E+02   0.630888E+05   0.102373E+02
  2024   0.223556E+03   0.702376E+01  -0.197475E+02   0.630149E+05   0.102341E+02
  2025   0.223683E+03   0.695562E+01  -0.196461E+02   0.629411E+05   0.102319E+02
  2026   0.223802E+03   0.688785E+01  -0.195415E+02   0.628674E+05   0.102305E+02
  2027   0.223913E+03   0.682046E+01  -0.194336E+02   0.627938E+05   0.102300E+02
  2028   0.224017E+03   0.675347E+01  -0.193225E+02   0.627203E+05   0.102305E+02
  2029   0.224112E+03   0.668689E+01  -0.192082E+02   0.626469E+05   0.102318E+02
  2030   0.224199E+03   0.662075E+01  -0.190908E+02   0.625736E+05   0.102340E+02
  2031   0.224278E+03   0.655508E+01  -0.189702E+02   0.625005E+05   0.102372E+02
  2032   0.224349E+03   0.648988E+01  -0.188468E+02   0.624274E+05   0.102412E+02
  2033   0.224410E+03   0.642518E+01  -0.187204E+02   0.623544E+05   0.102462E+02
  2034   0.224463E+03   0.636101E+01  -0.185910E+02   0.622815E+05   0.102521E+02
  2035   0.224507E+03   0.629738E+01  -0.184588E+02   0.622088E+05   0.102589E+02
  2036   0.224542E+03   0.623430E+01  -0.183239E+02   0.621361E+05   0.102666E+02
  2037   0.224567E+03   0.617179E+01  -0.181861E+02   0.620635E+05   0.102752E+02
  2038   0.224584E+03   0.610986E+01  -0.180457E+02   0.619911E+05   0.102848E+02
  2039   0.224590E+03   0.604854E+01  -0.179026E+02   0.619187E+05   0.102953E+02
  2040   0.224587E+03   0.598784E+01  -0.177570E+02   0.618464E+05   0.103067E+02
  2041   0.224573E+03   0.592776E+01  -0.176088E+02   0.617743E+05   0.103191E+02
  2042   0.224549E+03   0.586834E+01  -0.174582E+02   0.617022E+05   0.103324E+02
  2043   0.224516E+03   0.580959E+01  -0.173052E+02   0.616303E+05   0.103466E+02
  2044   0.224472E+03   0.575152E+01  -0.171498E+02   0.615584E+05   0.103617E+02
  2045   0.224419E+03   0.569415E+01  -0.169922E+02   0.614867E+05   0.103778E+02
  2046   0.224355E+03   0.563749E+01  -0.168323E+02   0.614150E+05   0.103949E+02
  2047   0.224280E+03   0.558156E+01  -0.166703E+02   0.613434E+05   0.104128E+02
  2048   0.224195E+03   0.552639E+01  -0.165063E+02   0.612720E+05   0.104318E+02
  2049   0.224100E+03   0.547198E+01  -0.163403E+02   0.612006E+05   0.104517E+02
  2050   0.223994E+03   0.541834E+01  -0.161723E+02   0.611294E+05   0.104725E+02
  2051   0.223878E+03   0.536548E+01  -0.160025E+02   0.610582E+05   0.104942E+02
  2052   0.223751E+03   0.531341E+01  -0.158309E+02   0.609871E+05   0.105168E+02
  2053   0.223612E+03   0.526215E+01  -0.156574E+02   0.609162E+05   0.105402E+02
  2054   0.223463E+03   0.521171E+01  -0.154824E+02   0.608453E+05   0.105641E+02
  2055   0.223302E+03   0.516210E+01  -0.153056E+02   0.607745E+05   0.105885E+02
  2056   0.223131E+03   0.511333E+01  -0.151274E+02   0.607039E+05   0.106133E+02
  2057   0.222948E+03   0.506542E+01  -0.149476E+02   0.606333E+05   0.106384E+02
  2058   0.222754E+03   0.501837E+01  -0.147664E+02   0.605628E+05   0.106637E+02
  2059   0.222548E+03   0.497219E+01  -0.145839E+02   0.604925E+05   0.106890E+02
  2060   0.222332E+03   0.492691E+01  -0.144000E+02   0.604222E+05   0.107142E+02
  2061   0.222104E+03   0.488251E+01  -0.142150E+02   0.603520E+05   0.107392E+02
  2062   0.221866E+03   0.483903E+01  -0.140288E+02   0.602819E+05   0.107639E+02
  2063   0.221615E+03   0.479645E+01  -0.138416E+02   0.602119E+05   0.107883E+02
  2064   0.221353E+03   0.475480E+01  -0.136535E+02   0.601421E+05   0.108121E+02
  2065   0.221081E+03   0.471407E+01  -0.134643E+02   0.600723E+05   0.108352E+02
  2066   0.220797E+03   0.467429E+01  -0.132743E+02   0.600026E+05   0.108576E+02
  2067   0.220501E+03   0.463545E+01  -0.130835E+02   0.599330E+05   0.108791E+02
