#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1688   0.367451E+03  -0.339487E+02   0.172163E-06  -0.339487E+02   0.151712E+02   0.134719E-06   0.172163E-06   0.134719E-06   0.204433E-08
  1689   0.368047E+03  -0.339856E+02   0.170842E-06  -0.339856E+02   0.150330E+02   0.133581E-06   0.170842E-06   0.133581E-06   0.204167E-08
  1690   0.368643E+03  -0.340145E+02   0.169560E-06  -0.340145E+02   0.148946E+02   0.132433E-06   0.169560E-06   0.132433E-06   0.203901E-08
  1691   0.369238E+03  -0.340354E+02   0.168314E-06  -0.340354E+02   0.147560E+02   0.131277E-06   0.168314E-06   0.131277E-06   0.203636E-08
  1692   0.369834E+03  -0.340482E+02   0.167101E-06  -0.340482E+02   0.146173E+02   0.130112E-06   0.167101E-06   0.130112E-06   0.203371E-08
  1693   0.370427E+03  -0.340531E+02   0.165921E-06  -0.340531E+02   0.144785E+02   0.128939E-06   0.165921E-06   0.128939E-06   0.203106E-08
  1694   0.371019E+03  -0.340499E+02   0.164771E-06  -0.340499E+02   0.143397E+02   0.127757E-06   0.164771E-06   0.127757E-06   0.202842E-08
  1695   0.371608E+03  -0.340389E+02   0.163648E-06  -0.340389E+02   0.142009E+02   0.126567E-06   0.163648E-06   0.126567E-06   0.202579E-08
  1696   0.372194E+03  -0.340199E+02   0.162552E-06  -0.340199E+02   0.140620E+02   0.125369E-06   0.162552E-06   0.125369E-06   0.202315E-08
  1697   0.372776E+03  -0.339931E+02   0.161479E-06  -0.339931E+02   0.139233E+02   0.124163E-06   0.161479E-06   0.124163E-06   0.202053E-08
  1698   0.373354E+03  -0.339584E+02   0.160428E-06  -0.339584E+02   0.137847E+02   0.122949E-06   0.160428E-06   0.122949E-06   0.201790E-08
  1699   0.373927E+03  -0.339160E+02   0.159396E-06  -0.339160E+02   0.136462E+02   0.121728E-06   0.159396E-06   0.121728E-06   0.201528E-08
  1700   0.374494E+03  -0.338658E+02   0.158383E-06  -0.338658E+02   0.135081E+02   0.120500E-06   0.158383E-06   0.120500E-06   0.201267E-08
  1701   0.375056E+03  -0.338079E+02   0.157385E-06  -0.338079E+02   0.133700E+02   0.119264E-06   0.157385E-06   0.119264E-06   0.201006E-08
  1702   0.375612E+03  -0.337425E+02   0.156404E-06  -0.337425E+02   0.132324E+02   0.118021E-06   0.156404E-06   0.118021E-06   0.200745E-08
  1703   0.376160E+03  -0.336696E+02   0.155441E-06  -0.336696E+02   0.130952E+02   0.116771E-06   0.155441E-06   0.116771E-06   0.200485E-08
  1704   0.376702E+03  -0.335893E+02   0.154496E-06  -0.335893E+02   0.129583E+02   0.115514E-06   0.154496E-06   0.115514E-06   0.200226E-08
  1705   0.377236E+03  -0.335017E+02   0.153571E-06  -0.335017E+02   0.128220E+02   0.114250E-06   0.153571E-06   0.114250E-06   0.199966E-08
  1706   0.377762E+03  -0.334068E+02   0.152667E-06  -0.334068E+02   0.126862E+02   0.112981E-06   0.152667E-06   0.112981E-06   0.199708E-08
  1707   0.378278E+03  -0.333046E+02   0.151785E-06  -0.333046E+02   0.125508E+02   0.111704E-06   0.151785E-06   0.111704E-06   0.199449E-08
  1708   0.378786E+03  -0.331954E+02   0.150925E-06  -0.331954E+02   0.124162E+02   0.110422E-06   0.150925E-06   0.110422E-06   0.199191E-08
  1709   0.379284E+03  -0.330790E+02   0.150090E-06  -0.330790E+02   0.122821E+02   0.109134E-06   0.150090E-06   0.109134E-06   0.198934E-08
  1710   0.379772E+03  -0.329557E+02   0.149280E-06  -0.329557E+02   0.121487E+02   0.107840E-06   0.149280E-06   0.107840E-06   0.198676E-08
  1711   0.380249E+03  -0.328254E+02   0.148495E-06  -0.328254E+02   0.120160E+02   0.106540E-06   0.148495E-06   0.106540E-06   0.198420E-08
  1712   0.380714E+03  -0.326883E+02   0.147738E-06  -0.326883E+02   0.118841E+02   0.105235E-06   0.147738E-06   0.105235E-06   0.198164E-08
  1713   0.381168E+03  -0.325445E+02   0.147009E-06  -0.325445E+02   0.117530E+02   0.103925E-06   0.147009E-06   0.103925E-06   0.197908E-08
  1714   0.381611E+03  -0.323939E+02   0.146309E-06  -0.323939E+02   0.116226E+02   0.102609E-06   0.146309E-06   0.102609E-06   0.197652E-08
  1715   0.382040E+03  -0.322369E+02   0.145639E-06  -0.322369E+02   0.114932E+02   0.101289E-06   0.145639E-06   0.101289E-06   0.197397E-08
  1716   0.382458E+03  -0.320734E+02   0.145000E-06  -0.320734E+02   0.113647E+02   0.999635E-07   0.145000E-06   0.999635E-07   0.197143E-08
  1717   0.382861E+03  -0.319035E+02   0.144393E-06  -0.319035E+02   0.112372E+02   0.986336E-07   0.144393E-06   0.986336E-07   0.196889E-08
  1718   0.383251E+03  -0.317273E+02   0.143820E-06  -0.317273E+02   0.111106E+02   0.972991E-07   0.143820E-06   0.972991E-07   0.196635E-08
  1719   0.383628E+03  -0.315450E+02   0.143281E-06  -0.315450E+02   0.109850E+02   0.959604E-07   0.143281E-06   0.959604E-07   0.196382E-08
  1720   0.383989E+03  -0.313566E+02   0.142778E-06  -0.313566E+02   0.108605E+02   0.946176E-07   0.142778E-06   0.946176E-07   0.196129E-08
  1721   0.384336E+03  -0.311622E+02   0.142311E-06  -0.311622E+02   0.107372E+02   0.932707E-07   0.142311E-06   0.932707E-07   0.195876E-08
  1722   0.384668E+03  -0.309620E+02   0.141882E-06  -0.309620E+02   0.106149E+02   0.919201E-07   0.141882E-06   0.919201E-07   0.195624E-08
  1723   0.384984E+03  -0.307561E+02   0.141491E-06  -0.307561E+02   0.104939E+02   0.905658E-07   0.141491E-06   0.905658E-07   0.195373E-08
  1724   0.385286E+03  -0.305445E+02   0.141139E-06  -0.305445E+02   0.103741E+02   0.892080E-07   0.141139E-06   0.892080E-07   0.195121E-08
  1725   0.385570E+03  -0.303275E+02   0.140828E-06  -0.303275E+02   0.102555E+02   0.878469E-07   0.140828E-06   0.878469E-07   0.194871E-08
  1726   0.385838E+03  -0.301051E+02   0.140559E-06  -0.301051E+02   0.101382E+02   0.864827E-07   0.140559E-06   0.864827E-07   0.194620E-08
  1727   0.386090E+03  -0.298774E+02   0.140333E-06  -0.298774E+02   0.100222E+02   0.851155E-07   0.140333E-06   0.851155E-07   0.194370E-08
  1728   0.386324E+03  -0.296445E+02   0.140150E-06  -0.296445E+02   0.990751E+01   0.837454E-07   0.140150E-06   0.837454E-07   0.194121E-08
  1729   0.386541E+03  -0.294066E+02   0.140012E-06  -0.294066E+02   0.979427E+01   0.823727E-07   0.140012E-06   0.823727E-07   0.193872E-08
  1730   0.386740E+03  -0.291637E+02   0.139919E-06  -0.291637E+02   0.968243E+01   0.809976E-07   0.139919E-06   0.809976E-07   0.193623E-08
  1731   0.386921E+03  -0.289160E+02   0.139874E-06  -0.289160E+02   0.957197E+01   0.796201E-07   0.139874E-06   0.796201E-07   0.193374E-08
  1732   0.387084E+03  -0.286635E+02   0.139877E-06  -0.286635E+02   0.946298E+01   0.782404E-07   0.139877E-06   0.782404E-07   0.193127E-08
  1733   0.387228E+03  -0.284064E+02   0.139928E-06  -0.284064E+02   0.935553E+01   0.768587E-07   0.139928E-06   0.768587E-07   0.192879E-08
  1734   0.387353E+03  -0.281449E+02   0.140029E-06  -0.281449E+02   0.924954E+01   0.754753E-07   0.140029E-06   0.754753E-07   0.192632E-08
  1735   0.387458E+03  -0.278790E+02   0.140182E-06  -0.278790E+02   0.914508E+01   0.740901E-07   0.140182E-06   0.740901E-07   0.192385E-08
  1736   0.387545E+03  -0.276089E+02   0.140386E-06  -0.276089E+02   0.904224E+01   0.727035E-07   0.140386E-06   0.727035E-07   0.192139E-08
  1737   0.387613E+03  -0.273347E+02   0.140644E-06  -0.273347E+02   0.894100E+01   0.713155E-07   0.140644E-06   0.713155E-07   0.191893E-08
  1738   0.387660E+03  -0.270567E+02   0.140956E-06  -0.270567E+02   0.884136E+01   0.699264E-07   0.140956E-06   0.699264E-07   0.191648E-08
  1739   0.387688E+03  -0.267749E+02   0.141323E-06  -0.267749E+02   0.874341E+01   0.685362E-07   0.141323E-06   0.685362E-07   0.191403E-08
  1740   0.387697E+03  -0.264895E+02   0.141746E-06  -0.264895E+02   0.864715E+01   0.671452E-07   0.141746E-06   0.671452E-07   0.191158E-08
  1741   0.387686E+03  -0.262005E+02   0.142226E-06  -0.262005E+02   0.855255E+01   0.657536E-07   0.142226E-06   0.657536E-07   0.190914E-08
  1742   0.387654E+03  -0.259083E+02   0.142765E-06  -0.259083E+02   0.845972E+01   0.643614E-07   0.142765E-06   0.643614E-07   0.190670E-08
  1743   0.387602E+03  -0.256127E+02   0.143363E-06  -0.256127E+02   0.836856E+01   0.629690E-07   0.143363E-06   0.629690E-07   0.190426E-08
  1744   0.387529E+03  -0.253141E+02   0.144021E-06  -0.253141E+02   0.827922E+01   0.615763E-07   0.144021E-06   0.615763E-07   0.190183E-08
  1745   0.387436E+03  -0.250124E+02   0.144741E-06  -0.250124E+02   0.819164E+01   0.601836E-07   0.144741E-06   0.601836E-07   0.189941E-08
  1746   0.387322E+03  -0.247079E+02   0.145523E-06  -0.247079E+02   0.810588E+01   0.587911E-07   0.145523E-06   0.587911E-07   0.189698E-08
  1747   0.387186E+03  -0.244006E+02   0.146369E-06  -0.244006E+02   0.802187E+01   0.573989E-07   0.146369E-06   0.573989E-07   0.189457E-08
  1748   0.387031E+03  -0.240908E+02   0.147280E-06  -0.240908E+02   0.793975E+01   0.560072E-07   0.147280E-06   0.560072E-07   0.189215E-08
  1749   0.386852E+03  -0.237784E+02   0.148256E-06  -0.237784E+02   0.785946E+01   0.546161E-07   0.148256E-06   0.546161E-07   0.188974E-08
  1750   0.386653E+03  -0.234638E+02   0.149298E-06  -0.234638E+02   0.778099E+01   0.532259E-07   0.149298E-06   0.532259E-07   0.188733E-08
  1751   0.386433E+03  -0.231470E+02   0.150408E-06  -0.231470E+02   0.770441E+01   0.518366E-07   0.150408E-06   0.518366E-07   0.188493E-08
  1752   0.386191E+03  -0.228281E+02   0.151585E-06  -0.228281E+02   0.762973E+01   0.504484E-07   0.151585E-06   0.504484E-07   0.188253E-08
  1753   0.385929E+03  -0.225074E+02   0.152827E-06  -0.225074E+02   0.755695E+01   0.490615E-07   0.152827E-06   0.490615E-07   0.188014E-08
  1754   0.385644E+03  -0.221849E+02   0.154133E-06  -0.221849E+02   0.748606E+01   0.476759E-07   0.154133E-06   0.476759E-07   0.187775E-08
  1755   0.385338E+03  -0.218608E+02   0.155502E-06  -0.218608E+02   0.741715E+01   0.462918E-07   0.155502E-06   0.462918E-07   0.187536E-08
  1756   0.385010E+03  -0.215351E+02   0.156934E-06  -0.215351E+02   0.735014E+01   0.449093E-07   0.156934E-06   0.449093E-07   0.187298E-08
  1757   0.384661E+03  -0.212082E+02   0.158426E-06  -0.212082E+02   0.728511E+01   0.435285E-07   0.158426E-06   0.435285E-07   0.187060E-08
  1758   0.384290E+03  -0.208801E+02   0.159978E-06  -0.208801E+02   0.722197E+01   0.421495E-07   0.159978E-06   0.421495E-07   0.186822E-08
  1759   0.383897E+03  -0.205509E+02   0.161589E-06  -0.205509E+02   0.716087E+01   0.407726E-07   0.161589E-06   0.407726E-07   0.186585E-08
  1760   0.383482E+03  -0.202208E+02   0.163257E-06  -0.202208E+02   0.710172E+01   0.393977E-07   0.163257E-06   0.393977E-07   0.186348E-08
  1761   0.383046E+03  -0.198898E+02   0.164981E-06  -0.198898E+02   0.704454E+01   0.380250E-07   0.164981E-06   0.380250E-07   0.186112E-08
  1762   0.382588E+03  -0.195582E+02   0.166761E-06  -0.195582E+02   0.698935E+01   0.366546E-07   0.166761E-06   0.366546E-07   0.185876E-08
  1763   0.382108E+03  -0.192261E+02   0.168594E-06  -0.192261E+02   0.693616E+01   0.352867E-07   0.168594E-06   0.352867E-07   0.185640E-08
  1764   0.381606E+03  -0.188937E+02   0.170481E-06  -0.188937E+02   0.688495E+01   0.339214E-07   0.170481E-06   0.339214E-07   0.185405E-08
  1765   0.381084E+03  -0.185610E+02   0.172419E-06  -0.185610E+02   0.683576E+01   0.325588E-07   0.172419E-06   0.325588E-07   0.185170E-08
  1766   0.380541E+03  -0.182282E+02   0.174408E-06  -0.182282E+02   0.678857E+01   0.311990E-07   0.174408E-06   0.311990E-07   0.184936E-08
  1767   0.379976E+03  -0.178955E+02   0.176447E-06  -0.178955E+02   0.674339E+01   0.298421E-07   0.176447E-06   0.298421E-07   0.184702E-08
  1768   0.379391E+03  -0.175631E+02   0.178534E-06  -0.175631E+02   0.670023E+01   0.284884E-07   0.178534E-06   0.284884E-07   0.184468E-08
  1769   0.378785E+03  -0.172309E+02   0.180668E-06  -0.172309E+02   0.665908E+01   0.271378E-07   0.180668E-06   0.271378E-07   0.184234E-08
  1770   0.378159E+03  -0.168993E+02   0.182849E-06  -0.168993E+02   0.661995E+01   0.257905E-07   0.182849E-06   0.257905E-07   0.184002E-08
  1771   0.377511E+03  -0.165683E+02   0.185074E-06  -0.165683E+02   0.658283E+01   0.244467E-07   0.185074E-06   0.244467E-07   0.183769E-08
  1772   0.376844E+03  -0.162380E+02   0.187343E-06  -0.162380E+02   0.654772E+01   0.231065E-07   0.187343E-06   0.231065E-07   0.183537E-08
  1773   0.376156E+03  -0.159085E+02   0.189655E-06  -0.159085E+02   0.651461E+01   0.217699E-07   0.189655E-06   0.217699E-07   0.183305E-08
  1774   0.375448E+03  -0.155801E+02   0.192009E-06  -0.155801E+02   0.648350E+01   0.204371E-07   0.192009E-06   0.204371E-07   0.183073E-08
  1775   0.374720E+03  -0.152528E+02   0.194403E-06  -0.152528E+02   0.645440E+01   0.191083E-07   0.194403E-06   0.191083E-07   0.182842E-08
  1776   0.373972E+03  -0.149267E+02   0.196836E-06  -0.149267E+02   0.642729E+01   0.177835E-07   0.196836E-06   0.177835E-07   0.182612E-08
  1777   0.373204E+03  -0.146020E+02   0.199308E-06  -0.146020E+02   0.640217E+01   0.164629E-07   0.199308E-06   0.164629E-07   0.182381E-08
  1778   0.372417E+03  -0.142788E+02   0.201817E-06  -0.142788E+02   0.637903E+01   0.151466E-07   0.201817E-06   0.151466E-07   0.182151E-08
  1779   0.371610E+03  -0.139572E+02   0.204361E-06  -0.139572E+02   0.635786E+01   0.138347E-07   0.204361E-06   0.138347E-07   0.181922E-08
  1780   0.370785E+03  -0.136373E+02   0.206940E-06  -0.136373E+02   0.633867E+01   0.125274E-07   0.206940E-06   0.125274E-07   0.181693E-08
  1781   0.369940E+03  -0.133193E+02   0.209553E-06  -0.133193E+02   0.632142E+01   0.112247E-07   0.209553E-06   0.112247E-07   0.181464E-08
  1782   0.369077E+03  -0.130034E+02   0.212199E-06  -0.130034E+02   0.630613E+01   0.992681E-08   0.212199E-06   0.992681E-08   0.181235E-08
  1783   0.368195E+03  -0.126895E+02   0.214876E-06  -0.126895E+02   0.629279E+01   0.863385E-08   0.214876E-06   0.863385E-08   0.181007E-08
  1784   0.367295E+03  -0.123778E+02   0.217583E-06  -0.123778E+02   0.628136E+01   0.734592E-08   0.217583E-06   0.734592E-08   0.180780E-08
  1785   0.366376E+03  -0.120685E+02   0.220319E-06  -0.120685E+02   0.627186E+01   0.606315E-08   0.220319E-06   0.606315E-08   0.180552E-08
  1786   0.365441E+03  -0.117615E+02   0.223083E-06  -0.117615E+02   0.626426E+01   0.478566E-08   0.223083E-06   0.478566E-08   0.180325E-08
  1787   0.364488E+03  -0.114572E+02   0.225874E-06  -0.114572E+02   0.625854E+01   0.351358E-08   0.225874E-06   0.351358E-08   0.180099E-08
  1788   0.363517E+03  -0.111555E+02   0.228691E-06  -0.111555E+02   0.625471E+01   0.224703E-08   0.228691E-06   0.224703E-08   0.179872E-08
  1789   0.362530E+03  -0.108567E+02   0.231532E-06  -0.108567E+02   0.625274E+01   0.986128E-09   0.231532E-06   0.986128E-09   0.179646E-08
  1790   0.361526E+03  -0.105607E+02   0.234397E-06  -0.105607E+02   0.625261E+01  -0.269001E-09   0.234397E-06  -0.269001E-09   0.179421E-08
  1791   0.360505E+03  -0.102676E+02   0.237284E-06  -0.102676E+02   0.625433E+01  -0.151823E-08   0.237284E-06  -0.151823E-08   0.179196E-08
  1792   0.359468E+03  -0.997769E+01   0.240192E-06  -0.997769E+01   0.625785E+01  -0.276145E-08   0.240192E-06  -0.276145E-08   0.178971E-08
  1793   0.358416E+03  -0.969097E+01   0.243120E-06  -0.969097E+01   0.626316E+01  -0.399852E-08   0.243120E-06  -0.399852E-08   0.178746E-08
  1794   0.357346E+03  -0.940753E+01   0.246067E-06  -0.940753E+01   0.627025E+01  -0.522932E-08   0.246067E-06  -0.522932E-08   0.178522E-08
  1795   0.356262E+03  -0.912746E+01   0.249032E-06  -0.912746E+01   0.627911E+01  -0.645374E-08   0.249032E-06  -0.645374E-08   0.178298E-08
  1796   0.355162E+03  -0.885082E+01   0.252014E-06  -0.885082E+01   0.628971E+01  -0.767164E-08   0.252014E-06  -0.767164E-08   0.178075E-08
  1797   0.354047E+03  -0.857783E+01   0.255011E-06  -0.857783E+01   0.630202E+01  -0.888291E-08   0.255011E-06  -0.888291E-08   0.177852E-08
  1798   0.352918E+03  -0.830856E+01   0.258022E-06  -0.830856E+01   0.631603E+01  -0.100874E-07   0.258022E-06  -0.100874E-07   0.177629E-08
  1799   0.351774E+03  -0.804292E+01   0.261047E-06  -0.804292E+01   0.633173E+01  -0.112851E-07   0.261047E-06  -0.112851E-07   0.177407E-08
  1800   0.350617E+03  -0.778122E+01   0.264084E-06  -0.778122E+01   0.634908E+01  -0.124757E-07   0.264084E-06  -0.124757E-07   0.177185E-08
  1801   0.349446E+03  -0.752343E+01   0.267132E-06  -0.752343E+01   0.636806E+01  -0.136592E-07   0.267132E-06  -0.136592E-07   0.176964E-08
  1802   0.348262E+03  -0.726967E+01   0.270191E-06  -0.726967E+01   0.638867E+01  -0.148356E-07   0.270191E-06  -0.148356E-07   0.176742E-08
  1803   0.347066E+03  -0.702003E+01   0.273262E-06  -0.702003E+01   0.641086E+01  -0.160047E-07   0.273262E-06  -0.160047E-07   0.176521E-08
  1804   0.345856E+03  -0.677460E+01   0.276345E-06  -0.677460E+01   0.643462E+01  -0.171665E-07   0.276345E-06  -0.171665E-07   0.176301E-08
  1805   0.344636E+03  -0.653344E+01   0.279439E-06  -0.653344E+01   0.645993E+01  -0.183209E-07   0.279439E-06  -0.183209E-07   0.176081E-08
  1806   0.343404E+03  -0.629663E+01   0.282547E-06  -0.629663E+01   0.648675E+01  -0.194680E-07   0.282547E-06  -0.194680E-07   0.175861E-08
  1807   0.342160E+03  -0.606425E+01   0.285667E-06  -0.606425E+01   0.651507E+01  -0.206076E-07   0.285667E-06  -0.206076E-07   0.175641E-08
  1808   0.340905E+03  -0.583636E+01   0.288801E-06  -0.583636E+01   0.654485E+01  -0.217397E-07   0.288801E-06  -0.217397E-07   0.175422E-08
  1809   0.339640E+03  -0.561305E+01   0.291948E-06  -0.561305E+01   0.657607E+01  -0.228642E-07   0.291948E-06  -0.228642E-07   0.175203E-08
  1810   0.338364E+03  -0.539440E+01   0.295109E-06  -0.539440E+01   0.660871E+01  -0.239811E-07   0.295109E-06  -0.239811E-07   0.174985E-08
  1811   0.337078E+03  -0.518045E+01   0.298284E-06  -0.518045E+01   0.664275E+01  -0.250903E-07   0.298284E-06  -0.250903E-07   0.174767E-08
  1812   0.335783E+03  -0.497126E+01   0.301473E-06  -0.497126E+01   0.667813E+01  -0.261917E-07   0.301473E-06  -0.261917E-07   0.174549E-08
  1813   0.334478E+03  -0.476691E+01   0.304677E-06  -0.476691E+01   0.671485E+01  -0.272854E-07   0.304677E-06  -0.272854E-07   0.174332E-08
  1814   0.333164E+03  -0.456744E+01   0.307896E-06  -0.456744E+01   0.675288E+01  -0.283712E-07   0.307896E-06  -0.283712E-07   0.174115E-08
  1815   0.331842E+03  -0.437292E+01   0.311131E-06  -0.437292E+01   0.679219E+01  -0.294492E-07   0.311131E-06  -0.294492E-07   0.173898E-08
  1816   0.330512E+03  -0.418340E+01   0.314381E-06  -0.418340E+01   0.683275E+01  -0.305191E-07   0.314381E-06  -0.305191E-07   0.173681E-08
  1817   0.329175E+03  -0.399894E+01   0.317648E-06  -0.399894E+01   0.687453E+01  -0.315811E-07   0.317648E-06  -0.315811E-07   0.173465E-08
  1818   0.327830E+03  -0.381959E+01   0.320930E-06  -0.381959E+01   0.691750E+01  -0.326349E-07   0.320930E-06  -0.326349E-07   0.173250E-08
  1819   0.326479E+03  -0.364539E+01   0.324230E-06  -0.364539E+01   0.696163E+01  -0.336807E-07   0.324230E-06  -0.336807E-07   0.173034E-08
  1820   0.325121E+03  -0.347638E+01   0.327546E-06  -0.347638E+01   0.700689E+01  -0.347182E-07   0.327546E-06  -0.347182E-07   0.172819E-08
  1821   0.323757E+03  -0.331262E+01   0.330879E-06  -0.331262E+01   0.705322E+01  -0.357476E-07   0.330879E-06  -0.357476E-07   0.172605E-08
  1822   0.322388E+03  -0.315413E+01   0.334231E-06  -0.315413E+01   0.710067E+01  -0.367686E-07   0.334231E-06  -0.367686E-07   0.172390E-08
  1823   0.321012E+03  -0.300097E+01   0.337600E-06  -0.300097E+01   0.714916E+01  -0.377813E-07   0.337600E-06  -0.377813E-07   0.172176E-08
